,Company,Description,Link
858,IYUNO 韓商艾語諾有限公司台灣分公司,IYUNO is the world’s leading media localization service company that connects video and people. We are the most spotlighted company providing subti...,https://www.cakeresume.com/companies/iyunomg
859,ES Design Studio,ES DESIGN 設計工作室由台北平面設計師EASON CHIU 成立，主力從事平面視覺形象、印刷物及網站設計。ES DESIGN專注設計研究與過程、把視覺化訊息傳播給客戶和大眾、確立人與設計的相互交流。 我們擅長品牌標誌的設計、平面設計的排版以及插畫美術，以及熱愛各種挑戰難題。由於數位設計...,https://www.cakeresume.com/companies/es-design
860,自力耕生股份有限公司,汪喵星球是台灣寵物濕食領導品牌，為了讓每隻毛孩都可以享受健康的濕食而創立，目前已經有上萬隻的毛孩以汪喵為每日主食囉。團隊成員包含專業的寵物營養配方師、獸醫師，以及一群熱愛毛孩的夥伴。 在與毛小孩互動、照護的過程中，發現許多毛孩飲食上和照護上的問題，為了解決這些問題，汪喵跳脫「跟隨市場現有產品的...,https://www.cakeresume.com/companies/dogcatstar
861,長青資訊股份有限公司,Growing 長青資訊創立於2016年，由百位資深遊戲開發者所組成的菁英團隊，自創數款遊戲。 CC Tech was founded in 2016. Extraordinary elites specialized in game development have gathered tog...,https://www.cakeresume.com/companies/_-e29f2a
862,BQool 葳騰科技股份有限公司,"葳騰科技 (BQool Inc.) 從0到1走向國際, BQool怎麼打造世界級軟體服務? 葳騰科技 (BQool Inc.) 成立於2011年，是少見面向海外市場的 SaaS （Software as a Service）公司。 目前主要產品為全球 Amazon 商店商家提供多通路電子商務雲...",https://www.cakeresume.com/companies/bqool.com
863,核聚股份有限公司 The Core Group,"Build your future with us! －營運據點－ 台北｜香港｜上海｜北京｜聖荷西（矽谷），團隊成員約100人 －服務客戶－ 國外上市櫃公司｜約100家企業｜10萬名使用者 －研發部門－ 後端｜C#, ASP.Net MVC 5, ASP.Net Core, Entity Fr...",https://www.cakeresume.com/companies/tcghl
864,Aurora Technology Inc. 賽席爾商極光科技有限公司 ,"OUR VISION 公司願景 In today's fast-paced and evolving business environment, companies need to continually reinvent themselves to stay ahead. We at Aur...",https://www.cakeresume.com/companies/aurora-technology-inc
865,好好投資科技股份有限公司,好好投資科技由全球最大私人銀行UBS前任副總裁：楊少銘(Fionn Yang) 與麥格理資本證券前總經理：張博淇(Daniel Chang) 共同創辦。是一家專注解決「共同基金投資交易」痛點，運用科技，把傳統高門檻人力財富管理，搬到網路的智能理財平台。也是台灣唯一擁有「AI投資分析演算系統」發...,https://www.cakeresume.com/companies/howinvest
866,艾迪英特股份有限公司,艾迪英特是正在數位宇宙中探險的火箭，2013年10月啟航，我們飛越了一顆又一顆的行星點，拉出了一條又一條的軌跡線，每次挑戰的經驗形塑出富含艾迪英特DNA的產品面。2020年，艾迪英特正式加入關鍵評論網媒體集團。結合集團擁有的1600萬全球讀者，正式朝一個具備跨平台整合，全方位面向的國際媒體集團...,https://www.cakeresume.com/companies/ad2iction
867,台灣牙e通,"台灣牙e通，是全台灣最大的資訊整合平台，目前會員人數超過4,500人，約佔全台灣牙醫師人數35%，和學會、公會、廠商配合舉辦課程和產品推廣。每年超過500場以上的課程，超過1000種的牙科材料及設備，推薦給台灣牙醫師最實用且高品質的資訊。目前主要開發項目為區塊鏈牙科病歷系統，預計2019就會擴...",https://www.cakeresume.com/companies/e-e99e93
868,XROUND 英霸聲學科技,公司簡介 XROUND 是一群熱愛耳機/音響的工程師與發燒友共同創辦的公司品牌。我們以強大的數位音訊研發技術力，融合實境音效演算法、3D調音技術、AI人耳聽覺分析等聲學黑科技，加上我們對聲音完美的偏執要求，為你打造專屬於「你」的好聲音，讓大家發現聲學產品的有趣之處，重新定義你對聆聽的想像。 從...,https://www.cakeresume.com/companies/xround
869,TRAIWAN 雲端旅宿��統,"創炎資訊科技致力於旅宿 O2O (Offline to Online) 的科技創新，我們的產品服務 TRAIWAN 雲端旅宿系統 (traiwan.com) ，深獲市場肯定，目前已有 700 家以上的旅宿業者簽約使用，旅遊通路合作夥伴包含 Expedia, Booking....",https://www.cakeresume.com/companies/traiwan
870,艾諾法智能股份有限公司,艾諾法智能股份有限公司是由台灣大學資訊工程所楊博士，集結數位台大畢業之醫學影像與數據科學研究團隊人才創立之智慧醫療服務事業。根據團隊豐富之學術及業界經驗， 致力於開發專業技術，提供客制化之智慧型生醫影像標註、智慧數學建模與預測及生物統 計分析等專業服務，另亦提供智慧人臉/影像辨識相關應用服務。...,https://www.cakeresume.com/companies/airapha365-webnode
871,RingCentral ,"RingCentral, Inc. (NYSE: RNG) is a global provider of cloud enterprise unified communications and collaboration solutions. More flexible and cost-e...",https://www.cakeresume.com/companies/ringcentral
872,璞美生醫股份有限公司,UpperMed璞美生醫致力於透過科技，提供洗腎病患更好的生活品質。公司總部設立於新加坡，鏈結東南亞與台灣資源，成立第一天即放眼國際。 我們的第一個產品 PD Care，透過攜帶式裝置幫助腹膜透析（一種家用洗腎方法）患者解決工作場所不易更換透析液的問題，降低失業率並大幅改善生活品質與旅遊便利性...,https://www.cakeresume.com/companies/medsysupgrade-wixsite-uppermed
873,Level Interactive,"Every pixel, every letter, and every line of code—it all matters. This is our philosophy and it drives us. Coming from different cultures, backgrou...",https://www.cakeresume.com/companies/level-interactive
874,ViewTrade Securities ,"ViewTrade Securities, Inc. was founded in 1999 to provide financial institutions around the world secure, compliant, and reliable access to the U.S...",https://www.cakeresume.com/companies/viewtrade-securities
875,昱科網路股份有限公司,昱科旗下有三個品牌，分別是尋夢園聊天室、尋夢新聞、eros主題派對 -尋夢園聊天室 尋夢園是全台最大聊天室、匿名聊天平台，擁有百萬會員及各種豐富有趣主題的聊天室，除了可以匿名聊天之外，還可以唱歌解放自己！快來聊天室一起聊天找尋志同道合的知心吧！ -eros 主題派對 以聯誼交友活動為主的網站，...,https://www.cakeresume.com/companies/ek21
876,巨加物聯科技股份有限公司,"Based on the experience of developing and manufacturing wireless RF modules for over 20 years, we introduce “G+ IoT service platform” to facilitate...",https://www.cakeresume.com/companies/gplusiot
877,東森新媒體控股股份有限公司,「東森新聞雲ETtoday」-為EMI東森國際之子公司，為台灣最大網路傳媒集團。自2019年2月更名為「東森新媒體控股股份有限公司」。 旗下有【新聞雲】、【寵物雲】、【星光雲】、【電競雲】四家子公司，並拓展實體通路成立【東森寵物實體商店】，目前為業界規模最大之寵物連鎖通路。 更有【家外媒體部門...,https://www.cakeresume.com/companies/ettoday-net
878, 湛天創新科技股份有限公司 ,2010年，第一部 iPad 推出，Pubu 電子書城正式上線，如今我們擁有超過10萬本電子書，並有來自全球300萬會員以上的會員。我們致力將台灣優質的電商平台擴展到國際市場，已與馬來西亞電信業者 Digi、U Mobile 建立獨家合作。 Pubu 銷售商品包括各類數位雜誌、書籍，以及各種經...,https://www.cakeresume.com/companies/pubu
879,伊洛帕科技股份有限公司,伊洛帕科技是國內網紅銷售頁服務的始祖，目前也是一頁式銷售頁市占率最高的服務商，數年來持續深耕在軟體研發而非經營形象，打造更符合市場需求的產品。也因為經營方向獨到，累積很多支持我們的部落客、網紅、品牌商客戶。2020年起，為了能夠提供顧客更全面的服務，伊洛帕決定拓展服務版圖，打造一個全通路事業的...,https://www.cakeresume.com/companies/groupbuyforms
880,卡坦科技股份有限公司,卡坦一詞，源自經典桌上遊戲卡坦島，代表著拓荒者的精神，我們期許自己無論在開創公司或研發遊戲中，都能具備冒險拓荒的精神，才能從無到有、建設經營、競爭成長。 卡坦科技秉持著對遊戲的熱愛，於2011年5月成立，從線下的桌上遊戲開始，胼手胝足慢慢摸索並推出兩款作品，而後在環境趨動及人才到位下，一切水到...,https://www.cakeresume.com/companies/catan
881,始祖鳥科技有限公司,我們是始祖鳥科技有限公司 公司非常的年輕 主要從事軟體整合產業，擁有穩定的客戶群。 本公司擁有優秀的經營、開發團隊 我們重視每一位員工，有良好工作環境 也提供學習及成長空間，歡迎優秀的朋友一起加入。,https://www.cakeresume.com/companies/104-company-1a2x6bk9z0
882,With Me 行李箱,With Me / 鋁框高質感行李箱登機箱 20/22/24/26/29吋 低價中的Rimowa等級. 中西合併的新創品牌，由旅行多年的德國人Sue與台灣人Ling所創辦。致力創造一個平價高品質的旅行箱，並以With Me 品牌延伸至旅行周邊相關產品與服務，品牌特性更代表著兩位創辦者的個性，獨...,https://www.cakeresume.com/companies/with-me
883,金泰噴碼科技股份有限公司,金泰噴碼科技股份有限公司(ANSER Coding Inc.) 成立於1986年，致力於研發、生產與銷售工業用高解析噴碼機。 ANSER為全球第一銷售工業噴碼 設備製造商，並以自有品牌行銷全球； 我們的客戶遍及全球，橫跨各種產業，包括Boeing、Corona、COSTCO、IKEA、John...,https://www.cakeresume.com/companies/58a08e
884,視達智能互動科技股份有限公司,專注於協同性機器手臂的AIOT控制器開發、並結合雲端AI大數據能力協助客戶提供更好的服務產業機器手臂使用。客戶有教育業界、餐飲業、服務業等。全部為台灣自有技術研發。預計2020年前進歐洲、澳洲、東南亞、日本市場。,https://www.cakeresume.com/companies/whoopee-robot
885,翔帥寵物生活館,自由自在的傲遊天際，古往今來一直是很多人的夢想，而人類只能望鳥興嘆，雖然現在科技進步，有了許多的飛行交通工具，可是還是與自由自在飛翔有一段差距。 老闆夢想是嚮往著像鳥一樣自由飛翔，雖然喜愛著各種動物，但還是對鳥類情有獨鍾，特別是鸚鵡，鸚鵡有著漂亮、聰明、學習能力強、寵物性高、壽命長…等等優點，...,https://www.cakeresume.com/companies/iparrot
886,瑞思科技有限公司,瑞思科技(Raisetech)，以創新的思維結合科技提供專業的測試及開發服務。除專業測試服務之外，我們並與海外知名廠商合作，為業界提供專業的客服管理與諮詢服務。是您在評估專業客服與開發伙伴的最佳選擇。,https://www.cakeresume.com/companies/raisetech
887,大豐環保科技股份有限公司,大豐環保科技以破壞式創新，成立於2001年，為提升產業競爭力，以企業化經營並導入資訊系統，讓企業管理更顯績效。2004年，大豐環保科技再次領先同業，導入GPS車輛即時追蹤系統；2008年，大豐環保科技首度成立回收站加盟體系，陸續在全省已設置近三十個站點，至今仍持續在全省擴展中。 在經濟循環發展...,https://www.cakeresume.com/companies/df-recycle
888,兔將創意影業股份有限公司,"公司簡介 兔將創意影業 (The White Rabbit Entertainment, Inc., TWR Entertainment, Inc.) 是一個以亞洲為基地、聚焦全球的媒體組織，成功的結合頂級創意及科技革新，為眾多的影視文創專案服務，給觀眾帶來更大的視界。 兔將擁有各種影視特效的...",https://www.cakeresume.com/companies/twrglobal
889,統一人資管理顧問有限公司,專營：中/高階獵才、製造業、服務業 人力派遣、代理招募,https://www.cakeresume.com/companies/facebook-unityhr
890,Jacob's Rice & Noodle (柏克來餐飲有限公司),Jacob's Rice ＆ Noodle 現代台灣飯麵小吃，西式廚房呈現。 運用當代及西餐工法呈現台灣料理，視覺上現代，口味上吃得到傳統及熟悉的味道。,https://www.cakeresume.com/companies/facebook-jacobstaipeifanclub-24b5e1
891,堤維西交通工業股份有限公司,"堤維西「 LIGHTS, PRECISION, SAFETY 」的企業口號，闡明堤維西致力於照明燈具的研發，生產符合法規、尺寸及配光精準的燈具，提供使用者、駕駛及行人最安全的保障。 堤維西是世界最大的汽機車、卡車及巴士車燈製造商之一，提供全世界OEM及售後市場各種不同功能及用途的燈具。堤維西有...",https://www.cakeresume.com/companies/tyc
892,英特內軟體股份有限公司,公司簡介 英特內軟體股份有限公司 Internet Information Co. 前瞻卓越 值得託付Reliable Brilliance ⊙1996年創立 以厚植24年的JAVA技術致力開發貼近人心的科技工具，主要服務企業整合內部資訊管理，以協助企業走向幸福為願景，陸續獲得台灣證交所等多家...,https://www.cakeresume.com/companies/interinfo
893,台灣亞勢備份軟件有限公司,亞勢系統有限公司 (Ahsay Systems Corporation Limited) 自1999 年起一直專注研發數據備份技術，為現時全球頂尖備份軟件開發商之一。現時亞勢香港總部僱用員工達至80+人。2017年8月於菲律賓馬尼拉市 (Makati City) 成立分公司，並於當地自置物業，...,https://www.cakeresume.com/companies/ahsay-jsp-en-home-index-jsp
894,保經科技有限公司,保經科技憑藉著對資訊科技的高度熱誠，以從事保險系統開發及設計為主，全心致力於保險E化、雲端共享化、保險AI自動化等服務。 「客戶優先」 、「不斷的創新」、「 永續經營 」是保經科技的信念，我們不斷努力提升公司服務品質並加強人員教育訓練，以適應發展迅速的資訊科技，進而提供更好的服務回饋客戶，扮演...,https://www.cakeresume.com/companies/prokey
895,俋安企業有限公司,"公司介紹 俋安企業有限公司成立於1988年,為銷售電線電纜、電話器材、監視設備、弱電材料為主的代理商、經銷商,俋安企業銷售對象以電信工程、弱電工程、科技網路工程、資訊水電工程..等公司為主。本公司於台中及嘉義各有一個營業部,並提供中彰投、雲嘉南的物流送貨服務。 本公司販售的產品廣泛,從最初的電...",https://www.cakeresume.com/companies/yeannet
896,天國饗食股份有限公司,"尋找那個「守時」、「認真」、「負責」的你， 歡迎二度就業 不須高學歷、經驗.只要細心認真,無經驗亦可 廚房人員(可開火簡單烹飪佳、或備菜打菜人員) 外務人員(需不排斥進入殯儀館等地...) 薪資結構為底薪+全勤+獎金(面議) 亦可勞、健保、薪轉 早班工作時間:04:00-13:00 晚班工作時...",https://www.cakeresume.com/companies/facebook-tianquoxiangshi
897,日陞企管顧問有限公司,"本公司成立於民國96年, 依照企業所需提供量身訂做的『人力規劃建議案』，即是著眼於如何以策略規劃為主軸，長期經營為『經』，以成本競爭為『緯』所完成的整套解決方案。一方面以強化企業現有人力體質，進而得以應付未來挑戰為目標；並以最大的彈性降低成本，以因應劇烈變動的市場。為各產業提供最適合的就業人才...",https://www.cakeresume.com/companies/sunbreak-home-htm
898,麒豐藥局,"藥局工作單純,環境明亮,店內販賣商品有:健康保健食品,常用家庭藥品,奶粉,尿褲以及與健保局合作的免費處方箋領藥..等",https://www.cakeresume.com/companies/3f8dac
899,快思股份有限公司,快思股份有限公司 (CRIS) 是一間專注於智慧製造領域的公司，致力於運用 AI、IoT、模擬、數位孿生等技術以協助製造業進行智慧轉型，並從企業需求面出發開發出 IMPACTs 雲端先進排程 SaaS 服務，以數位化、智能化技術取代傳統依經驗做為決策的依據，透過 IMPACTs 讓工廠能擁有自...,https://www.cakeresume.com/companies/impacts-cloud
900,BigByte Education 大樹國際文化企業,BigByte Education其所屬之語言學習機構各分部坐落於大安區－大安森林公園旁，四周環繞有台大、師大、文化城區部等大學校區，學員共計600名。 在過去26年來，BigByte以高質感的學習環境與工作環境、紮實的教學教務理念和制度、活潑生動的課程規劃及內容，快速的在大安學區成為家長心目...,https://www.cakeresume.com/companies/bigbyte-education
901,環球設計有限公司,關於環球創意 「環球創意」一個創意無限、動力強大的活動發想地，在此聚集了數位志同道合的業界菁英與工作夥伴，匯總了無數經驗累積與創意發想。對「環球創意」而言，完美的公關活動企劃執行應竭盡所能讓客戶所託附的每場公關活動皆成為：視覺、聽覺、感官，掌聲、賀彩、感動，而締造成一場榮耀共享的豐收盛宴；活動...,https://www.cakeresume.com/companies/ud168
902,守付數位有限公司,充份聚焦於開發自動化、社群化的金流高端產品及平台，讓團隊成員與解決方案都極具價值與競爭力！ 技術環境 .NET C# & .NET Core Azure Server-less services GitHub & Jenkins CI/CD,https://www.cakeresume.com/companies/sorichpay
903,Rock-IT Lab,Rock-IT Lab 協助企業培訓優秀的軟體開發者。,https://www.cakeresume.com/companies/rockitlab
904,富盈數據股份有限公司,公司簡介: Breaktime 富盈數據，鴻海科技集團旗下大數據公司，擁有先進的大數據分析能力、強大的研發技術、精準投放行動廣告，透過從海量數據中挖掘各式使用者行為和能付諸行動的洞見與觀察，並將大數據應用在廣告投放，電商成效優化、O2O等各種領域，幫助企業顧客提升價值。富盈數據的組成是由數據分...,https://www.cakeresume.com/companies/breaktime
905,采醫智展,采醫智展，成立於 108 年，專注於開發新一代診所用診療系統 公司負責人為擁有 10 家連鎖診所的顏昌洲醫師 因為看到了 IT 與醫療結合的淺力所以創立這間公司 公司目前還在前期開發階段，期望尋找核心成員與我們一起開發產品,https://www.cakeresume.com/companies/twincn-item-aspx-no-50984672
906,益普索 Ipsos Taiwan ,益普索 (Ipsos) 是全球領先的市場研究集團，於1975年成立於法國，1999年在巴黎證券所上市，是全球唯一由研究專業人士擁有並管理的市調集團。,https://www.cakeresume.com/companies/ipsos-taiwan
907,雲享資訊有限公司,公司的經營團隊成員均有十年以上相關產業經驗，願景是將產業經驗結合科技和數據分析，以期許在未來能在產業界成為領導品牌之一。 我們除了有明亮清爽的工作環境外，也提供舞台給予盡情發揮，歡迎優秀的人才一起加入我們的行列！,https://www.cakeresume.com/companies/104-company-1a2x6bl5ft-jobsource-checkc
908,台灣都會科技有限公司,Doo Holding Group於2014年成立，在香港、倫敦、台灣、吉隆坡等地設有分支機構，身為一家擁有多年經驗的全球性企業，我們在金融行業中提供最優質服務體驗給客戶，秉持公平公正、商業保密、客戶至上經營理念，不斷突破創新，進行前瞻性的戰略���局，致力於打造全球領先的金融服務品牌。 公司...,https://www.cakeresume.com/companies/doo-tech-023cec
909,多普達國際股份有限公司,多普達國際股份有限公司營運LearnMode學習吧平臺，本平臺是一個全公益的線上學習平臺，開設至今已有五年的時間。 一直以來，我們深信「 教育是幫助孩子、改變孩子的最佳路徑 」，我們期望透過「 科技＋教育 」的力量，來協助教師、協助家長，讓每一位孩子都能獲得平等的教育。 「教育，是每一位孩子應...,https://www.cakeresume.com/companies/learnmode-net
910,恒利威科技有限公司,最值得信賴的5G時代數位科技(5G、AI、BIGDATA)，遊戲⾏銷雲端平臺、企業雲端輔助系統及資料安全之專業軟體及服務提供商。 恒利威科技之創新應⽤及研發是基於分佈式系統及雲端服務的多種⾏業解決⽅案；整合以往團隊的垮地區協助服務管理平臺，並依序拓展和整理過去在香港、新加坡、上海、深圳等據點，...,https://www.cakeresume.com/companies/hlwtech
911,龎帝數位資訊有限公司,龎帝數位資訊有限公司(Ponddy Education Taiwan Ltd.) 總部成立於美國矽谷，並相繼於台灣及天津成立分公司，目前已經成立滿四年，志在創造結合AI人工智慧的學習平台以符合各個學生的需求，運用翻轉教室概念及遊戲化的學習方式解決以往的學習困擾。我們有多個產品，目標客戶是在美國...,https://www.cakeresume.com/companies/ponddy
912,約旅趣股份有限公司,我們是一間專注於跨境旅遊的旅遊新創公司，目標是成為全球最大的旅遊地陪平台，初期目標客群是歐美到台灣旅行的旅客，客戶範圍包含美國、英國、澳洲、紐西蘭、香港、澳門、馬來西亞、新加坡等。,https://www.cakeresume.com/companies/joinmytrip
913,聖勝科技有限公司,聖勝科技是來自海外公司投資的軟體資訊技術研發中心，近年來在海外公司擁有成功的經驗，優秀的開發團隊，2019年以全新的面貌，運用我們的核心技術來為客戶提供規劃，構建與開發高傳輸量的網絡平台，支持其核心業務的發展，贏得許多客戶的好評與信任。 公司重視每一位員工的發展，開放彈性地管理風格，授權式管理...,https://www.cakeresume.com/companies/st-win
914,全球遊戲科技有限公司,公司簡介 全球遊戲科技有限公司是由一群資深的軟體工程師所組成的團隊並成立於2019年，致力於優質遊戲的技術研究與產品開發，陸續研發更多產品遊戲及開發市場持續拓建。目前以網頁遊戲與手機遊戲研發為主，皆運用專業團隊的專業技術與業界資源，投入高品質遊戲產品之研發。 我們重視每一位員工，有良好工作環境...,https://www.cakeresume.com/companies/pro-104-vip-cust-master-c4f0b1
915,好房國際股份有限公司,2010年「好房網」與「好房雜誌」成立， 為國內虛實整合的專業房地產媒體， 目前好房網已是「全台最大」專業房地產資訊平台！,https://www.cakeresume.com/companies/housefun
916,鑫城商務有限公司,► 公司概況 鑫城承接網路公司委外之產品開發案，並提供專業顧問諮詢與全方位細緻且專業線上客戶服務。 ► 辦公位置 位於交通便利且三鐵共構的新板特區。 板橋捷運站僅步行3-5分鐘路程即可抵達辦公大樓。鄰近新北市政府、周圍各大百貨林立，亦鄰近府中商圈，工��地點交通便捷、日常活動機能便利。 ► 團...,https://www.cakeresume.com/companies/104-company-1a2x6bkv4q-jobsource-n_my104_search
917,集思國際會議顧問有限公司,集思會展事業群成立於1991年，整合旗下國際會議、企業活動、創意整合、視聽技術、語言服務、主題宴會、會議中心經營、餐飲服務等近180人的專業團隊，累積超過28年的專案歷練，從單項服務到整體規劃，提供客戶全方位的會議顧問與服務，總部位於台北市信義區，另於新竹、台中、高雄皆設有辦公室。 集思會展事...,https://www.cakeresume.com/companies/gisgroup
918,未來市股份有限公司,未來市股份有限公司成立於2017年6月，致力於虛擬實境(VR)、擴增實境(AR)技術的研發。 雖然成立時間不長，但我們的研發團隊擁有來自遊戲、3D 動畫、行動裝置、工業設計等等不同領域超過十年的技術與經驗。 虛擬實境、擴增實境技術的實現是人類一直以來的夢想，過去一直受到硬體技術的限制，近年來才...,https://www.cakeresume.com/companies/xrspace
919,EY 安永,"安永展望全球 : 安永為全球四大專業諮詢機構之一，以專業品質及緊密連結的全球服務據點享譽國際。我們將服務據點整合為三大地理區，橫跨美洲、亞太區、歐洲、中東、印度及非洲區，遍布全球150多個國家、700多個城市，共計有超過284,000位員工，讓安永成為全球業務整合度最高的專業服務機構之一。 2...",https://www.cakeresume.com/companies/EY
920,已成先進材料股份有限公司,已成先進致力成為金屬材料應用與解決方案的領航者，秉持著科研精神與創新思維為客戶提供服務： 落實材料應用以提升現有產品之使用壽命。 提供「強化工件表面」與「射出機進料端零組件」之新穎材料。 研發應用於工業、能源與民生等領域的「創新合金材料」促進產業升級。 已成先進秉持著嚴謹的科學基礎與突破性的創...,https://www.cakeresume.com/companies/samc
921,前思資訊有限公司,前思資訊主要產品為線上遊戲平台、APP，是年輕有衝勁的團隊。目前團隊規模約90～100人，持續招募擴張中。 我們致力於創新及提供頂尖「互聯網+技術」服務團隊，擁有卓越的系統平台及客製化需求服務，並成功將產品行銷至亞洲各地。目前已供應亞洲地區數百個遊戲平台業者，且持續進行市場資訊的蒐集與研究，積...,https://www.cakeresume.com/companies/icchance
922,Mphasis,"Mphasis (BSE: 526299; NSE: MPHASIS) applies next-generation technology to help enterprises transform businesses globally. We are an expert, custome...",https://www.cakeresume.com/companies/mphasis
923,居家先生股份有限公司,「MR. LIVING 居家先生」 是一家富有熱情與理念的居家生活互聯網品牌公司，我們的理念是「提供每個人都負擔的起的原創設計家具」，透過與來自歐美的家具設計師、製造商的直接合作，免去了中間商、貿易商的介入，讓我們能以市售約4~6折的價格，提供好質感的家居產品，新穎的商業模式，讓我們重新定義「...,https://www.cakeresume.com/companies/mrliving
924,CSRone,CSRone永續報告平台是台灣第一家CSR永續溝通與互動平台，同時也是全球最完整的華文CSR訊息平台。CSRone永續報告平台深耕台灣多年，對於接軌國際CSR前沿專業知識、議合非營利組織、CSR策略顧問服務、協助企業擘劃CSR策略、CSR媒體議題策畫、CSR報告書撰寫與溝通、CSR課程訓練規劃...,https://www.cakeresume.com/companies/csrone
925,Growth Marketer Academy,打造亞州第一的 Growth Marketing 學校，讓更多公司和行銷人才應用 Growth Marketing 和行銷科技。 Company Description Growth Marketer Academy是亞洲第一家成長行銷學校，已幫助超過1000名行銷人員和創業家。我們於港台兩地...,https://www.cakeresume.com/companies/growthmarketeracademy
926,忻旅科技股份有限公司,節奏越來越快的今日，我們面對的是一個快速轉動的世界。 新商業模式、新產品需求不停被提出甚至顛覆，如何找到一個不動點來穩定的創造更高價值是所有局中參與者的共同課題。 忻旅科技成立於 2016 年，秉持著將最新、最好的軟體導入真實商業世界的簡單理念，開始了這段充滿挑戰的旅程。 在大量的合作和實踐當...,https://www.cakeresume.com/companies/revtel-tech
927,檸檬樹科技股份有限公司,拼拼碰碰致⼒於在這線上越連接越孤獨，讓⽤戶⾼效可靠地興感興趣的人在現實中進行面對面的社交交流，建⽴真實和有意義的連接和關系，就像 陌生人社交中的Uber 儘管市面上眾多的交友軟體和大部分的用戶抱有現實社交的需求，因依靠用戶自行聊���自約和劣幣驅逐良幣的惡性循環問題，用戶平均往往花費好幾個月時...,https://www.cakeresume.com/companies/matchnow-4eead4
928,BSI_香港商英國標準協會太平洋有限公司台灣分公司,BSI英國標準協會於1901年在英國倫敦註冊成立總部，耕耘標準領域超過一世紀，在全球共有61個分公司(亞洲地區有：香港、台灣、中國、韓國、日本、印度、泰國、馬來西亞、新加坡、印尼…等)，是全球唯一由皇家特許設立的標準驗證機構，更是ISO國際標準組織的創始成員，也是全球驗證機構中，唯一被ISO國...,https://www.cakeresume.com/companies/bsi_-0aab3d
929,日青設計有限公司,熱愛設計 / 忠於企劃 / 用文字+設計的力量讓世界更美好 以房地產企劃為公司業務大宗，也承接商業設計 重視我們的工作環境、也在乎工作舒適性 更將良好的溝通視為首要。 日青設計成立於2018年的春天，我們還很新，並且持續茁壯中 歡迎你一起加入日青，為設計領域共創新視野。,https://www.cakeresume.com/companies/facebook-eversundesignltd
930,Monospace 共同工作空間,【我們打造心目中最理想的工作環境】 Monospace是一間於2017年11月在台中開幕的共同工作空間，擁有眺望大台中景觀的高樓視野，舒適靜謐的工作環境、療癒的綠色植物盆栽、...，現場搭載極速1000 Mbps 光纖網路及採用嘉明鮮乳沖煮的義式咖啡機等。提供舒適、友善與專注的工作環境。 配置...,https://www.cakeresume.com/companies/monospace
931,安華聯網科技股份有限公司,安華聯網科技於2014年成立，團隊主要成員在物聯網、工業控制、車聯網等專業領域有多年資安經驗，為少數擁有深度資安評估與檢測技術的公司，主要提供完整的產品資安解決方案。 安華聯網旨在成為國際資安評估領導品牌，協助產業強化產品資安強度與競爭優勢，降低資安處理成本。 優勢與特色如下： 1. 技術能力...,https://www.cakeresume.com/companies/onwardsecurity
932,A10 Networks 睿科網路科技有限公司,A10 Networks自2011起進駐台灣南港軟體園區並成立研發中心，更藉其雲端智慧與資安防護的領導技術，為台灣雲端應用產業貢獻心力。 A10 Networks的宗旨是專注技術創新、研發與提供靈活的解決方案，因此我們將持續充分利用台灣強大的教育基礎，致力挖掘對網路及資訊安全擁有高度熱忱的同學...,https://www.cakeresume.com/companies/a10-networks
933, 銳思資訊科技有限公司,銳思資訊科技在創立初期即定位將以創新的思維結合科技提供專業的開���顧問服務。除專業開發服務之外，我們並與海外知名廠商合作，為業界提供專業管理與諮詢。 公司的經營團隊成員均有十年以上相關產業經驗，願景是將產業經驗結合科技和數據分析，以期許在未來能在產業界成為領導品牌之一。,https://www.cakeresume.com/companies/104-jobbank-custjob-index-php-r-cust-j-3c4e466f383a426b34363e673c423a1d02d2d2d7244703e2644j99
934,MINFORT,"成立於2013年, 團隊專長於木工、設計、電子、喇叭，集合各領域的優點結合而成的音響品牌，今年開始增加實木家電類產品。 自由，純淨和休閒的創作理念，喜愛簡約的風格和材質，期許讓使用者能夠提升居家美感、聲覺效果和心靈上的滿足。",https://www.cakeresume.com/companies/minfort-2fa2da
935,德妮文教事業有限公司,本機構為學齡前教育與照護機構，在分別在台灣與大陸各有三所及一所分校，致力於發展出不斷優化進步的教學系統。而本公司負責機構內部整合，以及制訂未來方向，引導各分校的前進方向。,https://www.cakeresume.com/companies/derni
936,VoiceTube_紅點子科技股份有限公司,VoiceTube 致力於語言學習服務，從台灣紮根，放眼世界（2016年榮獲「Facebook 年度最佳App」）。 我們相信透過影片，可以帶領學習者進入全英文學習情境，讓「學語言」這件事情變得輕鬆有趣，我們也深信科技可以翻轉教育模式！ 如果你相信科技能帶給世界不同的視野，如果你對於語言產業充...,https://www.cakeresume.com/companies/voicetube
937,好飾集科技有限公司 (Kollectin),各位好我們是 Kollectin!，是電子商務的新創公司。總公司位於美國洛杉磯，台灣成立之分公司主要工作是開發、設計、研究以美國市場為主的數個涵蓋時尚、派對用品的電子商務平台服務。使用嶄新的科技與商業模式、創造時尚零售在社群媒體世代的機會。,https://www.cakeresume.com/companies/kollectin-taiwan
